"Branch_ID","Branch_address","Branch_province","Branch_region","Branch_phone"
"886","85 East White Cowley Drive","Atlanta","Rhode Island","362-0206545"
"887","896 Cowley Boulevard","Toledo","Wisconsin","253207-1916"
"888","87 East Green Oak St.","Memphis","Virginia","947391-7505"
"889","39 Hague Boulevard","Colorado","North Carolina","613331-2811"
"890","136 Rocky Fabien Drive","Philadelphia","West Virginia","013-284-2494"
"891","823 Milton Parkway","San Antonio","Montana","7029626358"
"892","18 East Milton Parkway","Los Angeles","Michigan","479-618-8680"
"893","46 White Nobel Road","Minneapolis","Alaska","9462644852"
"894","85 Old Parkway","Fremont","Arizona","926548-5207"
"895","127 North Cowley Way","Miami","Alabama","371-2678338"
"896","793 Cowley Avenue","Fresno","Hawaii","765-5034550"
"897","217 Green Milton Drive","Cleveland","Hawaii","066671-3509"
"898","873 Second Street","San Diego","South Dakota","109-8663443"
"899","29 Rocky Oak Freeway","Richmond","North Carolina","6072740537"
"900","198 Rocky Old Freeway","Des Moines","Connecticut","093-363-3997"
"901","824 Nobel Boulevard","Grand Rapids","Minnesota","227282-4590"
"902","12 White Second St.","Las Vegas","Virginia","3383029678"
"903","59 North White Second Freeway","Washington","North Carolina","277-7771798"
"904","10 Green New Avenue","Lubbock","South Carolina","763-0101923"
"905","239 East Nobel St.","Birmingham","Pennsylvania","513-6865603"
"906","45 East Green Milton St.","Jackson","New Hampshire","613-236-1609"
"907","736 Old Blvd.","San Diego","Vermont","7430369037"
"908","371 South White Cowley Avenue","Toledo","Montana","4170512401"
"909","628 White Milton Street","Grand Rapids","Kentucky","077-022-2453"
"910","715 North Nobel Avenue","Long Beach","Kansas","299-994-1349"
"911","774 East Rocky Nobel Parkway","Cincinnati","Pennsylvania","624132-1837"
"912","342 New Way","Glendale","New Jersey","507-2571342"
"913","71 Fabien Avenue","Garland","Mississippi","7830059764"
"914","649 Oak Blvd.","Louisville","Rhode Island","166050-1599"
"915","86 Milton St.","Little Rock","Ohio","7993564419"
"916","319 Fabien Drive","Portland","Alaska","482-5751892"
"917","221 First St.","Anaheim","Tennessee","415-086-6914"
"918","766 First Avenue","New York","Utah","540228-9396"
"919","892 White Fabien St.","Jersey","Ohio","554-381-6199"
"920","15 Clarendon Parkway","Stockton","Texas","560-773-1249"
"921","94 North Oak Parkway","Garland","Indiana","680-0577389"
"922","503 East Fabien St.","St. Louis","New Mexico","039338-7224"
"923","34 Green Cowley Blvd.","Tacoma","Illinois","141715-9845"
"924","810 North Green Hague Way","Rochester","Alabama","483824-2992"
"925","760 White Hague Boulevard","Indianapolis","Maryland","8232138767"
"926","804 Hague Way","Colorado","Idaho","583-985-8971"
"927","41 Fabien Drive","Little Rock","California","723-656-3540"
"928","60 Nobel Freeway","El Paso","Maryland","1563689789"
"929","359 Nobel Freeway","Richmond","Georgia","231-633-0214"
"930","70 New Drive","Yonkers","Louisiana","345-229-0374"
"931","15 Clarendon Boulevard","Columbus","New York","966933-7228"
"932","39 Second Way","Cleveland","Louisiana","154-424-9377"
"933","56 Green Old Drive","Akron","Maine","3693549149"
"934","245 North Second Drive","Baton Rouge","Indiana","9014856153"
"935","489 Second Freeway","Wichita","Montana","656-1325149"
"936","603 Rocky Second Way","St. Paul","Tennessee","375-921-4100"
"937","76 West Oak Drive","Pittsburgh","Oklahoma","2004435732"
"938","799 North Second Blvd.","Honolulu","Nebraska","335-864-3417"
"939","945 Rocky Nobel Parkway","Miami","Oklahoma","022-508-8471"
"940","21 Fabien Road","Grand Rapids","Indiana","299058-5501"
"941","571 Rocky Nobel Avenue","Portland","Utah","935-348-3439"
"942","394 North Milton Avenue","Arlington","Minnesota","492-4444389"
"943","920 Old Freeway","Charlotte","New Jersey","997586-8096"
"944","765 Oak Way","El Paso","Louisiana","5286385984"
"945","64 South Cowley Parkway","Louisville","Georgia","968-3745297"
"946","591 Old Blvd.","Memphis","Washington","3472416179"
"947","71 East Cowley Way","San Jose","West Virginia","692215-8815"
"948","66 Rocky Fabien Avenue","Grand Rapids","Indiana","330019-4493"
"949","53 Green New Freeway","Chicago","Louisiana","294-500-1825"
"950","373 Fabien Drive","Columbus","Wisconsin","335-201-5086"
"951","62 Oak Avenue","Lubbock","Maine","712839-2275"
"952","13 Old Boulevard","Cleveland","Louisiana","184-0961805"
"953","354 South Rocky New Avenue","Albuquerque","Colorado","514-963-0343"
"954","963 First Drive","Chicago","South Carolina","925-6577566"
"955","19 Green Clarendon Road","Dayton","Texas","934-086-5416"
"956","53 West White First Way","Omaha","Texas","643-839-9361"
"957","51 New St.","Riverside","North Dakota","406-6941647"
"958","33 Rocky Oak Avenue","Wichita","New York","240-324-6437"
"959","83 Cowley Parkway","Raleigh","Massachusetts","625488-7048"
"960","568 Green Clarendon Way","Detroit","Nebraska","281-5362621"
"961","32 Nobel Boulevard","Grand Rapids","Mississippi","156-9193688"
"962","607 Cowley St.","Yonkers","Missouri","275-7213572"
"963","861 Green Fabien St.","Baton Rouge","Kansas","857130-1937"
"964","78 North Clarendon Parkway","Fort Wayne","Wisconsin","847-401-9494"
"965","87 West Green Second Road","Pittsburgh","North Dakota","347-7939748"
"966","549 Milton Drive","Cleveland","Massachusetts","793974-7455"
"967","27 White Hague St.","Seattle","Hawaii","745720-9198"
"968","991 North Milton Avenue","Memphis","Hawaii","662-909-5940"
"969","13 White Nobel Blvd.","Dallas","Illinois","3384255820"
"970","64 White Old Boulevard","Albuquerque","Texas","786-022-6415"
"971","713 New Street","Garland","Kansas","770-631-4122"
"972","145 Fabien Blvd.","Columbus","Kansas","079-6230156"
"973","46 East White Cowley Blvd.","Colorado","Florida","910780-3644"
"974","37 West Green Second Freeway","Yonkers","Massachusetts","9909575333"
"975","900 West New Drive","Tulsa","Wisconsin","485-3071659"
"976","81 White Second Street","Garland","South Dakota","0790193317"
"977","635 Clarendon Parkway","Arlington","Alaska","3475028116"
"978","761 North Hague Parkway","Baton Rouge","Vermont","208747-3801"
"979","765 Green Clarendon Road","Phoenix","South Dakota","990-6969519"
"980","31 Cowley St.","Tacoma","Mississippi","993345-9723"
"981","360 First Blvd.","Tulsa","Indiana","600-910-2499"
"982","22 Milton Drive","Indianapolis","Tennessee","227-353-4400"
"983","71 Hague Boulevard","Washington","Arizona","962-847-7924"
"984","89 Oak Avenue","Birmingham","Hawaii","955-6981764"
"985","981 First Blvd.","Fremont","Wyoming","410-6167543"
"986","58 South Oak St.","Anchorage","Iowa","428987-9840"
"987","744 Rocky Second Street","Yonkers","Idaho","182-689-7953"
"988","874 White First Drive","Jersey","New Hampshire","154-888-5373"
"989","92 South First Road","Grand Rapids","Massachusetts","775-9235368"
"990","108 Old Parkway","Houston","North Dakota","934-343-3988"
"991","44 West Green First Avenue","Greensboro","Florida","2160349278"
"992","796 West Rocky Oak Road","Greensboro","California","429-2953331"
"993","77 East Nobel St.","Anchorage","Colorado","0344766980"
"994","189 West Oak Parkway","Oakland","Georgia","1641982500"
"995","732 Green Oak Blvd.","New York","South Carolina","792-5707528"
"996","42 New Drive","Miami","Maryland","2146840588"
"997","30 Nobel Drive","Denver","Connecticut","9667654651"
"998","71 South Rocky Clarendon Blvd.","Virginia Beach","New Mexico","569-004-8469"
"999","23 Rocky New Avenue","Madison","North Dakota","081-193-6653"
"1000","21 Old Freeway","Charlotte","South Carolina","922358-9237"
